root_lot_id,wafer_id,target_id,feature_id,feature_value,shap_value,abs_shap_value,shap_direction
LOT1011,LOT1011_W03,defect_rate,metro_cd_center_wl160,-2.5225,-0.305856,0.305856,-
LOT1011,LOT1011_W03,defect_rate,queue_time_before_etch,3.4219,0.35265,0.35265,+
LOT1011,LOT1011_W03,defect_rate,prev_defect_count_after_metro,2,0.071585,0.071585,+
LOT1011,LOT1011_W03,defect_rate,recipe_ppid_77a_flag,0,-0.279902,0.279902,-
LOT1011,LOT1011_W03,defect_rate,final_eds_proxy_leakage_feature,6.4366,0.607505,0.607505,+
LOT1011,LOT1011_W04,defect_rate,product_id,PRODA,0.021979,0.021979,+
LOT1011,LOT1011_W04,defect_rate,route_id,ROUTE_X,-0.044568,0.044568,-
LOT1011,LOT1011_W04,defect_rate,fdc_cvd_pressure_slope_p95,0.0604,-0.651854,0.651854,-
LOT1011,LOT1011_W04,defect_rate,fdc_cvd_rf_power_std,0.026,-0.052539,0.052539,-
LOT1011,LOT1011_W04,defect_rate,fdc_etch_temp_range,0.3637,-0.006365,0.006365,-
LOT1011,LOT1011_W04,defect_rate,metro_thk_edge_wl128,-1.1137,-1.846843,1.846843,-
LOT1011,LOT1011_W04,defect_rate,metro_thk_edge_wl160,-0.5577,-1.086751,1.086751,-
LOT1011,LOT1011_W04,defect_rate,metro_cd_center_wl160,0.2175,-0.01936,0.01936,-
LOT1011,LOT1011_W04,defect_rate,queue_time_before_etch,4.3991,0.334411,0.334411,+
LOT1011,LOT1011_W04,defect_rate,prev_defect_count_after_metro,1,-0.508926,0.508926,-
LOT1011,LOT1011_W04,defect_rate,recipe_ppid_77a_flag,0,-0.268642,0.268642,-
LOT1011,LOT1011_W04,defect_rate,final_eds_proxy_leakage_feature,0.2756,-2.921088,2.921088,-
LOT1011,LOT1011_W05,defect_rate,product_id,PRODA,0.014729,0.014729,+
LOT1011,LOT1011_W05,defect_rate,route_id,ROUTE_X,-0.025055,0.025055,-
LOT1011,LOT1011_W05,defect_rate,fdc_cvd_pressure_slope_p95,-1.3027,-0.915391,0.915391,-
LOT1011,LOT1011_W05,defect_rate,fdc_cvd_rf_power_std,0.2897,0.011239,0.011239,+
LOT1011,LOT1011_W05,defect_rate,fdc_etch_temp_range,-0.218,-0.053097,0.053097,-
LOT1011,LOT1011_W05,defect_rate,metro_thk_edge_wl128,-0.9631,-1.55793,1.55793,-
LOT1011,LOT1011_W05,defect_rate,metro_thk_edge_wl160,-0.2161,-0.837546,0.837546,-
LOT1011,LOT1011_W05,defect_rate,metro_cd_center_wl160,-0.7386,-0.184917,0.184917,-
LOT1011,LOT1011_W05,defect_rate,queue_time_before_etch,0.1724,-0.129919,0.129919,-
LOT1011,LOT1011_W05,defect_rate,prev_defect_count_after_metro,0,-0.594365,0.594365,-
LOT1011,LOT1011_W05,defect_rate,recipe_ppid_77a_flag,0,-0.226074,0.226074,-
LOT1011,LOT1011_W05,defect_rate,final_eds_proxy_leakage_feature,-0.1222,-2.66868,2.66868,-
LOT1012,LOT1012_W01,defect_rate,product_id,PRODB,-0.568106,0.568106,-
LOT1012,LOT1012_W01,defect_rate,route_id,ROUTE_X,-0.076167,0.076167,-
LOT1012,LOT1012_W01,defect_rate,fdc_cvd_pressure_slope_p95,2.1488,0.709557,0.709557,+
LOT1012,LOT1012_W01,defect_rate,fdc_cvd_rf_power_std,2.7433,1.254374,1.254374,+
LOT1012,LOT1012_W01,defect_rate,fdc_etch_temp_range,1.1936,-0.580387,0.580387,-
LOT1012,LOT1012_W01,defect_rate,metro_thk_edge_wl128,2.4543,2.688329,2.688329,+
LOT1012,LOT1012_W01,defect_rate,metro_thk_edge_wl160,3.0945,2.181798,2.181798,+
LOT1012,LOT1012_W01,defect_rate,metro_cd_center_wl160,1.738,0.360838,0.360838,+
LOT1012,LOT1012_W01,defect_rate,queue_time_before_etch,2.9496,0.414967,0.414967,+
LOT1012,LOT1012_W01,defect_rate,prev_defect_count_after_metro,4,1.097752,1.097752,+
LOT1012,LOT1012_W01,defect_rate,recipe_ppid_77a_flag,1,0.811261,0.811261,+
LOT1012,LOT1012_W01,defect_rate,final_eds_proxy_leakage_feature,21.3861,5.916216,5.916216,+
LOT1012,LOT1012_W02,defect_rate,product_id,PRODA,0.104031,0.104031,+
LOT1012,LOT1012_W02,defect_rate,route_id,ROUTE_X,-0.064161,0.064161,-
LOT1012,LOT1012_W02,defect_rate,fdc_cvd_pressure_slope_p95,2.1203,0.66418,0.66418,+
LOT1012,LOT1012_W02,defect_rate,fdc_cvd_rf_power_std,1.8426,0.686321,0.686321,+
LOT1012,LOT1012_W02,defect_rate,fdc_etch_temp_range,-2.1706,-0.190326,0.190326,-
LOT1012,LOT1012_W02,defect_rate,metro_thk_edge_wl128,2.2904,2.236055,2.236055,+
LOT1012,LOT1012_W02,defect_rate,metro_thk_edge_wl160,2.4075,1.483512,1.483512,+
LOT1012,LOT1012_W02,defect_rate,metro_cd_center_wl160,-0.0694,-0.047124,0.047124,-
LOT1012,LOT1012_W02,defect_rate,queue_time_before_etch,1.4492,-0.108695,0.108695,-
LOT1012,LOT1012_W02,defect_rate,prev_defect_count_after_metro,4,0.976537,0.976537,+
LOT1012,LOT1012_W02,defect_rate,recipe_ppid_77a_flag,1,0.667992,0.667992,+
LOT1012,LOT1012_W02,defect_rate,final_eds_proxy_leakage_feature,15.4402,3.477465,3.477465,+
LOT1012,LOT1012_W03,defect_rate,product_id,PRODA,0.069472,0.069472,+
LOT1012,LOT1012_W03,defect_rate,route_id,ROUTE_X,-0.060645,0.060645,-
LOT1012,LOT1012_W03,defect_rate,fdc_cvd_pressure_slope_p95,1.7976,1.006486,1.006486,+
LOT1012,LOT1012_W03,defect_rate,fdc_cvd_rf_power_std,0.4485,0.149046,0.149046,+
LOT1012,LOT1012_W03,defect_rate,fdc_etch_temp_range,-2.0141,-0.015859,0.015859,-
LOT1012,LOT1012_W03,defect_rate,metro_thk_edge_wl128,2.3374,2.435666,2.435666,+
LOT1012,LOT1012_W03,defect_rate,metro_thk_edge_wl160,0.3225,-1.00783,1.00783,-
LOT1012,LOT1012_W03,defect_rate,metro_cd_center_wl160,1.019,0.205613,0.205613,+
LOT1012,LOT1012_W03,defect_rate,queue_time_before_etch,4.455,0.547986,0.547986,+
LOT1012,LOT1012_W03,defect_rate,prev_defect_count_after_metro,4,0.969624,0.969624,+
LOT1012,LOT1012_W03,defect_rate,recipe_ppid_77a_flag,0,-0.261699,0.261699,-
LOT1012,LOT1012_W03,defect_rate,final_eds_proxy_leakage_feature,12.9904,2.665807,2.665807,+
LOT1012,LOT1012_W04,defect_rate,product_id,PRODB,-0.047969,0.047969,-
LOT1012,LOT1012_W04,defect_rate,route_id,ROUTE_X,-0.04758,0.04758,-
LOT1012,LOT1012_W04,defect_rate,fdc_cvd_pressure_slope_p95,0.8942,-0.508221,0.508221,-
LOT1012,LOT1012_W04,defect_rate,fdc_cvd_rf_power_std,0.8838,0.139187,0.139187,+
LOT1012,LOT1012_W04,defect_rate,fdc_etch_temp_range,0.7958,-0.006362,0.006362,-
LOT1012,LOT1012_W04,defect_rate,metro_thk_edge_wl128,0.2536,-1.01351,1.01351,-
LOT1012,LOT1012_W04,defect_rate,metro_thk_edge_wl160,0.4843,-0.080796,0.080796,-
LOT1012,LOT1012_W04,defect_rate,metro_cd_center_wl160,-0.2181,-0.074436,0.074436,-
LOT1012,LOT1012_W04,defect_rate,queue_time_before_etch,2.6572,0.248918,0.248918,+
LOT1012,LOT1012_W04,defect_rate,prev_defect_count_after_metro,2,0.028553,0.028553,+
LOT1012,LOT1012_W04,defect_rate,recipe_ppid_77a_flag,0,-0.259475,0.259475,-
LOT1012,LOT1012_W04,defect_rate,final_eds_proxy_leakage_feature,3.3532,-1.625966,1.625966,-
LOT1012,LOT1012_W05,defect_rate,product_id,PRODB,-0.068224,0.068224,-
LOT1012,LOT1012_W05,defect_rate,route_id,ROUTE_X,-0.045999,0.045999,-
LOT1012,LOT1012_W05,defect_rate,fdc_cvd_pressure_slope_p95,0.0114,-0.750851,0.750851,-
LOT1012,LOT1012_W05,defect_rate,fdc_cvd_rf_power_std,-0.4694,-0.468077,0.468077,-
LOT1012,LOT1012_W05,defect_rate,fdc_etch_temp_range,0.0605,0.035841,0.035841,+
LOT1012,LOT1012_W05,defect_rate,metro_thk_edge_wl128,1.1163,0.76604,0.76604,+
LOT1012,LOT1012_W05,defect_rate,metro_thk_edge_wl160,0.2472,-0.663,0.663,-
LOT1012,LOT1012_W05,defect_rate,metro_cd_center_wl160,0.116,0.022235,0.022235,+
LOT1012,LOT1012_W05,defect_rate,queue_time_before_etch,1.619,-0.068427,0.068427,-
LOT1012,LOT1012_W05,defect_rate,prev_defect_count_after_metro,2,-0.035153,0.035153,-
LOT1012,LOT1012_W05,defect_rate,recipe_ppid_77a_flag,0,-0.229432,0.229432,-
LOT1012,LOT1012_W05,defect_rate,final_eds_proxy_leakage_feature,6.0334,0.788313,0.788313,+
LOT1013,LOT1013_W01,defect_rate,product_id,PRODA,0.013522,0.013522,+
LOT1013,LOT1013_W01,defect_rate,route_id,ROUTE_X,-0.05117,0.05117,-
LOT1013,LOT1013_W01,defect_rate,fdc_cvd_pressure_slope_p95,0.2488,-0.568034,0.568034,-
LOT1013,LOT1013_W01,defect_rate,fdc_cvd_rf_power_std,0.1231,-0.036338,0.036338,-
LOT1013,LOT1013_W01,defect_rate,fdc_etch_temp_range,0.2504,-0.005706,0.005706,-
LOT1013,LOT1013_W01,defect_rate,metro_thk_edge_wl128,-0.2789,-1.660121,1.660121,-
LOT1013,LOT1013_W01,defect_rate,metro_thk_edge_wl160,0.9155,0.29601,0.29601,+
LOT1013,LOT1013_W01,defect_rate,metro_cd_center_wl160,0.7866,0.199706,0.199706,+
LOT1013,LOT1013_W01,defect_rate,queue_time_before_etch,0.5571,-0.316695,0.316695,-
LOT1013,LOT1013_W01,defect_rate,prev_defect_count_after_metro,1,-0.539892,0.539892,-
LOT1013,LOT1013_W01,defect_rate,recipe_ppid_77a_flag,0,-0.269063,0.269063,-
LOT1013,LOT1013_W01,defect_rate,final_eds_proxy_leakage_feature,1.0213,-3.027979,3.027979,-
LOT1013,LOT1013_W02,defect_rate,product_id,PRODA,-0.000188,0.000188,-
LOT1013,LOT1013_W02,defect_rate,route_id,ROUTE_X,-0.033649,0.033649,-
LOT1013,LOT1013_W02,defect_rate,fdc_cvd_pressure_slope_p95,0.0442,-0.582402,0.582402,-
LOT1013,LOT1013_W02,defect_rate,fdc_cvd_rf_power_std,0.9096,0.155353,0.155353,+
LOT1013,LOT1013_W02,defect_rate,fdc_etch_temp_range,-1.3264,-0.069968,0.069968,-
LOT1013,LOT1013_W02,defect_rate,metro_thk_edge_wl128,0.4563,-0.575302,0.575302,-
LOT1013,LOT1013_W02,defect_rate,metro_thk_edge_wl160,0.9205,0.156966,0.156966,+
LOT1013,LOT1013_W02,defect_rate,metro_cd_center_wl160,-0.4537,-0.091588,0.091588,-
LOT1013,LOT1013_W02,defect_rate,queue_time_before_etch,1.868,0.014091,0.014091,+
LOT1013,LOT1013_W02,defect_rate,prev_defect_count_after_metro,2,0.00148,0.00148,+
LOT1013,LOT1013_W02,defect_rate,recipe_ppid_77a_flag,0,-0.257072,0.257072,-
LOT1013,LOT1013_W02,defect_rate,final_eds_proxy_leakage_feature,3.7945,-1.35755,1.35755,-
LOT1013,LOT1013_W03,defect_rate,product_id,PRODA,0.066872,0.066872,+
LOT1013,LOT1013_W03,defect_rate,route_id,ROUTE_Y,0.072906,0.072906,+
LOT1013,LOT1013_W03,defect_rate,fdc_cvd_pressure_slope_p95,1.9971,0.715998,0.715998,+
LOT1013,LOT1013_W03,defect_rate,fdc_cvd_rf_power_std,1.0965,0.211293,0.211293,+
LOT1013,LOT1013_W03,defect_rate,fdc_etch_temp_range,-0.0232,0.08779,0.08779,+
LOT1013,LOT1013_W03,defect_rate,metro_thk_edge_wl128,1.069,0.199227,0.199227,+
LOT1013,LOT1013_W03,defect_rate,metro_thk_edge_wl160,1.1509,-0.344147,0.344147,-
LOT1013,LOT1013_W03,defect_rate,metro_cd_center_wl160,1.396,0.188219,0.188219,+
LOT1013,LOT1013_W03,defect_rate,queue_time_before_etch,3.766,0.544857,0.544857,+
LOT1013,LOT1013_W03,defect_rate,prev_defect_count_after_metro,4,0.837595,0.837595,+
LOT1013,LOT1013_W03,defect_rate,recipe_ppid_77a_flag,1,0.449271,0.449271,+
LOT1013,LOT1013_W03,defect_rate,final_eds_proxy_leakage_feature,12.3802,2.517756,2.517756,+
LOT1013,LOT1013_W04,defect_rate,product_id,PRODA,0.027948,0.027948,+
LOT1013,LOT1013_W04,defect_rate,route_id,ROUTE_X,-0.008076,0.008076,-
LOT1013,LOT1013_W04,defect_rate,fdc_cvd_pressure_slope_p95,1.1176,0.036634,0.036634,+
LOT1013,LOT1013_W04,defect_rate,fdc_cvd_rf_power_std,1.8839,0.645552,0.645552,+
LOT1013,LOT1013_W04,defect_rate,fdc_etch_temp_range,2.0035,-0.030889,0.030889,-
LOT1013,LOT1013_W04,defect_rate,metro_thk_edge_wl128,0.6059,-0.420199,0.420199,-
LOT1013,LOT1013_W04,defect_rate,metro_thk_edge_wl160,1.681,0.956097,0.956097,+
LOT1013,LOT1013_W04,defect_rate,metro_cd_center_wl160,-0.7702,-0.305427,0.305427,-
LOT1013,LOT1013_W04,defect_rate,queue_time_before_etch,4.6262,0.555088,0.555088,+
LOT1013,LOT1013_W04,defect_rate,prev_defect_count_after_metro,2,0.062195,0.062195,+
LOT1013,LOT1013_W04,defect_rate,recipe_ppid_77a_flag,1,0.551292,0.551292,+
LOT1013,LOT1013_W04,defect_rate,final_eds_proxy_leakage_feature,8.6177,0.778741,0.778741,+
LOT1013,LOT1013_W05,defect_rate,product_id,PRODA,0.021939,0.021939,+
LOT1013,LOT1013_W05,defect_rate,route_id,ROUTE_Y,0.040203,0.040203,+
LOT1013,LOT1013_W05,defect_rate,fdc_cvd_pressure_slope_p95,-0.1511,-0.869023,0.869023,-
LOT1013,LOT1013_W05,defect_rate,fdc_cvd_rf_power_std,0.5341,0.101027,0.101027,+
LOT1013,LOT1013_W05,defect_rate,fdc_etch_temp_range,0.8242,0.032733,0.032733,+
LOT1013,LOT1013_W05,defect_rate,metro_thk_edge_wl128,0.683,0.125125,0.125125,+
LOT1013,LOT1013_W05,defect_rate,metro_thk_edge_wl160,0.5904,-0.037754,0.037754,-
LOT1013,LOT1013_W05,defect_rate,metro_cd_center_wl160,0.2644,0.088942,0.088942,+
LOT1013,LOT1013_W05,defect_rate,queue_time_before_etch,1.252,-0.186953,0.186953,-
LOT1013,LOT1013_W05,defect_rate,prev_defect_count_after_metro,1,-0.439333,0.439333,-
LOT1013,LOT1013_W05,defect_rate,recipe_ppid_77a_flag,0,-0.29464,0.29464,-
LOT1013,LOT1013_W05,defect_rate,final_eds_proxy_leakage_feature,3.3924,-1.248387,1.248387,-
LOT1014,LOT1014_W01,defect_rate,product_id,PRODA,0.048046,0.048046,+
LOT1014,LOT1014_W01,defect_rate,route_id,ROUTE_Y,0.065005,0.065005,+
LOT1014,LOT1014_W01,defect_rate,fdc_cvd_pressure_slope_p95,1.4539,0.877864,0.877864,+
LOT1014,LOT1014_W01,defect_rate,fdc_cvd_rf_power_std,0.4676,0.087057,0.087057,+
LOT1014,LOT1014_W01,defect_rate,fdc_etch_temp_range,0.1697,0.051014,0.051014,+
LOT1014,LOT1014_W01,defect_rate,metro_thk_edge_wl128,1.3104,0.9155,0.9155,+
LOT1014,LOT1014_W01,defect_rate,metro_thk_edge_wl160,0.464,-1.116817,1.116817,-
LOT1014,LOT1014_W01,defect_rate,metro_cd_center_wl160,1.2134,0.211624,0.211624,+
LOT1014,LOT1014_W01,defect_rate,queue_time_before_etch,7.5378,0.595388,0.595388,+
LOT1014,LOT1014_W01,defect_rate,prev_defect_count_after_metro,2,-0.103828,0.103828,-
LOT1014,LOT1014_W01,defect_rate,recipe_ppid_77a_flag,1,0.427477,0.427477,+
LOT1014,LOT1014_W01,defect_rate,final_eds_proxy_leakage_feature,10.3697,2.189461,2.189461,+
LOT1014,LOT1014_W02,defect_rate,product_id,PRODA,0.02353,0.02353,+
LOT1014,LOT1014_W02,defect_rate,route_id,ROUTE_X,-0.04059,0.04059,-
LOT1014,LOT1014_W02,defect_rate,fdc_cvd_pressure_slope_p95,-1.2503,-0.98302,0.98302,-
LOT1014,LOT1014_W02,defect_rate,fdc_cvd_rf_power_std,0.2513,0.038741,0.038741,+
LOT1014,LOT1014_W02,defect_rate,fdc_etch_temp_range,-0.4391,-0.048657,0.048657,-
LOT1014,LOT1014_W02,defect_rate,metro_thk_edge_wl128,-0.7884,-1.749207,1.749207,-
LOT1014,LOT1014_W02,defect_rate,metro_thk_edge_wl160,-0.9917,-1.141953,1.141953,-
LOT1014,LOT1014_W02,defect_rate,metro_cd_center_wl160,0.41,-0.043981,0.043981,-
LOT1014,LOT1014_W02,defect_rate,queue_time_before_etch,3.5697,0.252906,0.252906,+
LOT1014,LOT1014_W02,defect_rate,prev_defect_count_after_metro,1,-0.491161,0.491161,-
LOT1014,LOT1014_W02,defect_rate,recipe_ppid_77a_flag,0,-0.207813,0.207813,-
LOT1014,LOT1014_W02,defect_rate,final_eds_proxy_leakage_feature,-0.1299,-2.912698,2.912698,-
LOT1014,LOT1014_W03,defect_rate,product_id,PRODB,-0.046809,0.046809,-
LOT1014,LOT1014_W03,defect_rate,route_id,ROUTE_X,-0.020502,0.020502,-
LOT1014,LOT1014_W03,defect_rate,fdc_cvd_pressure_slope_p95,0.5112,-0.374231,0.374231,-
LOT1014,LOT1014_W03,defect_rate,fdc_cvd_rf_power_std,0.8843,0.187853,0.187853,+
LOT1014,LOT1014_W03,defect_rate,fdc_etch_temp_range,-0.3946,0.031473,0.031473,+
LOT1014,LOT1014_W03,defect_rate,metro_thk_edge_wl128,0.6415,0.161183,0.161183,+
LOT1014,LOT1014_W03,defect_rate,metro_thk_edge_wl160,0.8504,0.094722,0.094722,+
LOT1014,LOT1014_W03,defect_rate,metro_cd_center_wl160,2.0187,0.416537,0.416537,+
LOT1014,LOT1014_W03,defect_rate,queue_time_before_etch,0.7667,-0.377781,0.377781,-
LOT1014,LOT1014_W03,defect_rate,prev_defect_count_after_metro,2,0.039666,0.039666,+
LOT1014,LOT1014_W03,defect_rate,recipe_ppid_77a_flag,0,-0.241859,0.241859,-
LOT1014,LOT1014_W03,defect_rate,final_eds_proxy_leakage_feature,7.5032,0.83149,0.83149,+
LOT1014,LOT1014_W04,defect_rate,product_id,PRODA,0.019529,0.019529,+
LOT1014,LOT1014_W04,defect_rate,route_id,ROUTE_Y,0.023921,0.023921,+
LOT1014,LOT1014_W04,defect_rate,fdc_cvd_pressure_slope_p95,0.3913,-0.452803,0.452803,-
LOT1014,LOT1014_W04,defect_rate,fdc_cvd_rf_power_std,0.2874,0.089822,0.089822,+
LOT1014,LOT1014_W04,defect_rate,fdc_etch_temp_range,-2.1292,0.018158,0.018158,+
LOT1014,LOT1014_W04,defect_rate,metro_thk_edge_wl128,0.3335,-0.719654,0.719654,-
LOT1014,LOT1014_W04,defect_rate,metro_thk_edge_wl160,0.2534,-0.475736,0.475736,-
LOT1014,LOT1014_W04,defect_rate,metro_cd_center_wl160,-0.6852,-0.282032,0.282032,-
LOT1014,LOT1014_W04,defect_rate,queue_time_before_etch,0.6113,-0.251802,0.251802,-
LOT1014,LOT1014_W04,defect_rate,prev_defect_count_after_metro,2,0.007443,0.007443,+
LOT1014,LOT1014_W04,defect_rate,recipe_ppid_77a_flag,0,-0.248773,0.248773,-
LOT1014,LOT1014_W04,defect_rate,final_eds_proxy_leakage_feature,3.146,-1.702778,1.702778,-
LOT1014,LOT1014_W05,defect_rate,product_id,PRODA,0.019961,0.019961,+
LOT1014,LOT1014_W05,defect_rate,route_id,ROUTE_Y,0.023061,0.023061,+
LOT1014,LOT1014_W05,defect_rate,fdc_cvd_pressure_slope_p95,-1.7867,-0.944445,0.944445,-
LOT1014,LOT1014_W05,defect_rate,fdc_cvd_rf_power_std,-1.5794,-0.505795,0.505795,-
LOT1014,LOT1014_W05,defect_rate,fdc_etch_temp_range,0.2576,-0.017291,0.017291,-
LOT1014,LOT1014_W05,defect_rate,metro_thk_edge_wl128,-1.0366,-1.435462,1.435462,-
LOT1014,LOT1014_W05,defect_rate,metro_thk_edge_wl160,-3.0112,-1.065511,1.065511,-
LOT1014,LOT1014_W05,defect_rate,metro_cd_center_wl160,-1.7365,-0.239761,0.239761,-
LOT1014,LOT1014_W05,defect_rate,queue_time_before_etch,1.5228,-0.089891,0.089891,-
LOT1014,LOT1014_W05,defect_rate,prev_defect_count_after_metro,1,-0.372593,0.372593,-
LOT1014,LOT1014_W05,defect_rate,recipe_ppid_77a_flag,0,-0.158041,0.158041,-
LOT1014,LOT1014_W05,defect_rate,final_eds_proxy_leakage_feature,0.0267,-2.51355,2.51355,-
LOT1015,LOT1015_W01,defect_rate,product_id,PRODA,0.020523,0.020523,+
LOT1015,LOT1015_W01,defect_rate,route_id,ROUTE_Y,0.020993,0.020993,+
LOT1015,LOT1015_W01,defect_rate,fdc_cvd_pressure_slope_p95,-0.1227,-0.79598,0.79598,-
LOT1015,LOT1015_W01,defect_rate,fdc_cvd_rf_power_std,-0.8346,-0.559945,0.559945,-
LOT1015,LOT1015_W01,defect_rate,fdc_etch_temp_range,0.8455,-0.018728,0.018728,-
LOT1015,LOT1015_W01,defect_rate,metro_thk_edge_wl128,-0.2528,-1.282948,1.282948,-
LOT1015,LOT1015_W01,defect_rate,metro_thk_edge_wl160,-0.5338,-0.901954,0.901954,-
LOT1015,LOT1015_W01,defect_rate,metro_cd_center_wl160,-1.0189,-0.219236,0.219236,-
LOT1015,LOT1015_W01,defect_rate,queue_time_before_etch,1.2494,-0.183515,0.183515,-
LOT1015,LOT1015_W01,defect_rate,prev_defect_count_after_metro,2,-0.034127,0.034127,-
LOT1015,LOT1015_W01,defect_rate,recipe_ppid_77a_flag,0,-0.192614,0.192614,-
LOT1015,LOT1015_W01,defect_rate,final_eds_proxy_leakage_feature,-0.0874,-3.073579,3.073579,-
LOT1015,LOT1015_W02,defect_rate,product_id,PRODA,0.005592,0.005592,+
LOT1015,LOT1015_W02,defect_rate,route_id,ROUTE_Y,0.038704,0.038704,+
LOT1015,LOT1015_W02,defect_rate,fdc_cvd_pressure_slope_p95,0.9957,-0.253783,0.253783,-
LOT1015,LOT1015_W02,defect_rate,fdc_cvd_rf_power_std,0.014,-0.298731,0.298731,-
LOT1015,LOT1015_W02,defect_rate,fdc_etch_temp_range,-1.5756,-0.123267,0.123267,-
LOT1015,LOT1015_W02,defect_rate,metro_thk_edge_wl128,0.0163,-1.308486,1.308486,-
LOT1015,LOT1015_W02,defect_rate,metro_thk_edge_wl160,0.6705,0.073258,0.073258,+
LOT1015,LOT1015_W02,defect_rate,metro_cd_center_wl160,0.8596,0.204665,0.204665,+
LOT1015,LOT1015_W02,defect_rate,queue_time_before_etch,2.4064,0.226352,0.226352,+
LOT1015,LOT1015_W02,defect_rate,prev_defect_count_after_metro,3,0.271193,0.271193,+
LOT1015,LOT1015_W02,defect_rate,recipe_ppid_77a_flag,0,-0.262836,0.262836,-
LOT1015,LOT1015_W02,defect_rate,final_eds_proxy_leakage_feature,2.6692,-2.863798,2.863798,-
LOT1015,LOT1015_W03,defect_rate,product_id,PRODB,-0.062799,0.062799,-
LOT1015,LOT1015_W03,defect_rate,route_id,ROUTE_Y,0.042022,0.042022,+
LOT1015,LOT1015_W03,defect_rate,fdc_cvd_pressure_slope_p95,1.0592,-0.187221,0.187221,-
LOT1015,LOT1015_W03,defect_rate,fdc_cvd_rf_power_std,1.0179,0.179396,0.179396,+
LOT1015,LOT1015_W03,defect_rate,fdc_etch_temp_range,-0.6614,-0.014318,0.014318,-
LOT1015,LOT1015_W03,defect_rate,metro_thk_edge_wl128,0.6174,-0.082332,0.082332,-
LOT1015,LOT1015_W03,defect_rate,metro_thk_edge_wl160,1.1243,-0.074425,0.074425,-
LOT1015,LOT1015_W03,defect_rate,metro_cd_center_wl160,0.7098,0.212309,0.212309,+
LOT1015,LOT1015_W03,defect_rate,queue_time_before_etch,1.7223,-0.102402,0.102402,-
LOT1015,LOT1015_W03,defect_rate,prev_defect_count_after_metro,3,0.269827,0.269827,+
LOT1015,LOT1015_W03,defect_rate,recipe_ppid_77a_flag,0,-0.257476,0.257476,-
LOT1015,LOT1015_W03,defect_rate,final_eds_proxy_leakage_feature,6.221,-0.387615,0.387615,-
LOT1015,LOT1015_W04,defect_rate,product_id,PRODA,0.037118,0.037118,+
LOT1015,LOT1015_W04,defect_rate,route_id,ROUTE_Y,0.041801,0.041801,+
LOT1015,LOT1015_W04,defect_rate,fdc_cvd_pressure_slope_p95,1.0258,-0.029521,0.029521,-
LOT1015,LOT1015_W04,defect_rate,fdc_cvd_rf_power_std,-0.3471,-0.390507,0.390507,-
LOT1015,LOT1015_W04,defect_rate,fdc_etch_temp_range,-1.1575,0.004587,0.004587,+
LOT1015,LOT1015_W04,defect_rate,metro_thk_edge_wl128,1.329,1.477492,1.477492,+
LOT1015,LOT1015_W04,defect_rate,metro_thk_edge_wl160,0.4579,-0.384367,0.384367,-
LOT1015,LOT1015_W04,defect_rate,metro_cd_center_wl160,0.3074,0.085142,0.085142,+
LOT1015,LOT1015_W04,defect_rate,queue_time_before_etch,1.3377,-0.332582,0.332582,-
LOT1015,LOT1015_W04,defect_rate,prev_defect_count_after_metro,2,0.036324,0.036324,+
LOT1015,LOT1015_W04,defect_rate,recipe_ppid_77a_flag,0,-0.191128,0.191128,-
LOT1015,LOT1015_W04,defect_rate,final_eds_proxy_leakage_feature,9.3775,1.942712,1.942712,+
LOT1015,LOT1015_W05,defect_rate,product_id,PRODB,-0.016838,0.016838,-
LOT1015,LOT1015_W05,defect_rate,route_id,ROUTE_X,-0.032753,0.032753,-
LOT1015,LOT1015_W05,defect_rate,fdc_cvd_pressure_slope_p95,0.0389,-0.57909,0.57909,-
LOT1015,LOT1015_W05,defect_rate,fdc_cvd_rf_power_std,0.4132,0.072873,0.072873,+
LOT1015,LOT1015_W05,defect_rate,fdc_etch_temp_range,-0.9654,-0.069455,0.069455,-
LOT1015,LOT1015_W05,defect_rate,metro_thk_edge_wl128,0.2564,-0.778776,0.778776,-
LOT1015,LOT1015_W05,defect_rate,metro_thk_edge_wl160,-0.0866,-0.737592,0.737592,-
LOT1015,LOT1015_W05,defect_rate,metro_cd_center_wl160,-1.1152,-0.303479,0.303479,-
LOT1015,LOT1015_W05,defect_rate,queue_time_before_etch,0.3676,-0.300206,0.300206,-
LOT1015,LOT1015_W05,defect_rate,prev_defect_count_after_metro,1,-0.502707,0.502707,-
LOT1015,LOT1015_W05,defect_rate,recipe_ppid_77a_flag,0,-0.220167,0.220167,-
LOT1015,LOT1015_W05,defect_rate,final_eds_proxy_leakage_feature,2.3918,-1.520179,1.520179,-
LOT1016,LOT1016_W01,defect_rate,product_id,PRODB,-0.037687,0.037687,-
LOT1016,LOT1016_W01,defect_rate,route_id,ROUTE_Y,0.037279,0.037279,+
LOT1016,LOT1016_W01,defect_rate,fdc_cvd_pressure_slope_p95,-0.845,-1.012869,1.012869,-
LOT1016,LOT1016_W01,defect_rate,fdc_cvd_rf_power_std,-1.5401,-0.471944,0.471944,-
LOT1016,LOT1016_W01,defect_rate,fdc_etch_temp_range,0.0535,-0.007905,0.007905,-
LOT1016,LOT1016_W01,defect_rate,metro_thk_edge_wl128,-1.7069,-1.564574,1.564574,-
LOT1016,LOT1016_W01,defect_rate,metro_thk_edge_wl160,-1.2022,-1.120528,1.120528,-
