root_lot_id,wafer_id,step_id,process_step,step_order,tool_id,chamber_id,recipe_id,ppid,start_time,end_time,days_since_pm
LOT1013,LOT1013_W01,LOT1013_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,23
LOT1013,LOT1013_W02,LOT1013_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,17
LOT1013,LOT1013_W02,LOT1013_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,14
LOT1013,LOT1013_W03,LOT1013_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,35
LOT1013,LOT1013_W03,LOT1013_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,2
LOT1013,LOT1013_W04,LOT1013_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,53
LOT1013,LOT1013_W04,LOT1013_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,3
LOT1013,LOT1013_W05,LOT1013_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,9
LOT1013,LOT1013_W05,LOT1013_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,8
LOT1014,LOT1014_W01,LOT1014_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,42
LOT1014,LOT1014_W01,LOT1014_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,16
LOT1014,LOT1014_W02,LOT1014_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,26
LOT1014,LOT1014_W02,LOT1014_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,9
LOT1014,LOT1014_W03,LOT1014_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,28
LOT1014,LOT1014_W03,LOT1014_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,1
LOT1014,LOT1014_W04,LOT1014_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,5
LOT1014,LOT1014_W04,LOT1014_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,24
LOT1014,LOT1014_W05,LOT1014_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,26
LOT1014,LOT1014_W05,LOT1014_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,6
LOT1015,LOT1015_W01,LOT1015_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,18
LOT1015,LOT1015_W01,LOT1015_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,2
LOT1015,LOT1015_W02,LOT1015_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,27
LOT1015,LOT1015_W02,LOT1015_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,22
LOT1015,LOT1015_W03,LOT1015_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,11
LOT1015,LOT1015_W03,LOT1015_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,11
LOT1015,LOT1015_W04,LOT1015_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,10
LOT1015,LOT1015_W04,LOT1015_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,12
LOT1015,LOT1015_W05,LOT1015_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,11
LOT1015,LOT1015_W05,LOT1015_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,8
LOT1016,LOT1016_W01,LOT1016_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,17
LOT1016,LOT1016_W01,LOT1016_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,25
LOT1016,LOT1016_W02,LOT1016_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,30
LOT1016,LOT1016_W02,LOT1016_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,9
LOT1016,LOT1016_W03,LOT1016_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,32
LOT1016,LOT1016_W03,LOT1016_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,27
LOT1016,LOT1016_W04,LOT1016_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,43
LOT1016,LOT1016_W04,LOT1016_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,6
LOT1016,LOT1016_W05,LOT1016_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,30
LOT1016,LOT1016_W05,LOT1016_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,10
LOT1017,LOT1017_W01,LOT1017_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,35
LOT1017,LOT1017_W01,LOT1017_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,3
LOT1017,LOT1017_W02,LOT1017_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,30
LOT1017,LOT1017_W02,LOT1017_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,26
LOT1017,LOT1017_W03,LOT1017_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,48
LOT1017,LOT1017_W03,LOT1017_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,26
LOT1017,LOT1017_W04,LOT1017_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,27
LOT1017,LOT1017_W04,LOT1017_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,7
LOT1017,LOT1017_W05,LOT1017_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,56
LOT1017,LOT1017_W05,LOT1017_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,27
LOT1018,LOT1018_W01,LOT1018_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,19
LOT1018,LOT1018_W01,LOT1018_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,26
LOT1018,LOT1018_W02,LOT1018_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,10
LOT1018,LOT1018_W02,LOT1018_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,20
LOT1018,LOT1018_W03,LOT1018_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,33
LOT1018,LOT1018_W03,LOT1018_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,8
LOT1018,LOT1018_W04,LOT1018_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,17
LOT1018,LOT1018_W04,LOT1018_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,10
LOT1018,LOT1018_W05,LOT1018_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,36
LOT1018,LOT1018_W05,LOT1018_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,4
LOT1019,LOT1019_W01,LOT1019_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,38
LOT1019,LOT1019_W01,LOT1019_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,12
LOT1019,LOT1019_W02,LOT1019_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,5
LOT1019,LOT1019_W02,LOT1019_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,17
LOT1019,LOT1019_W03,LOT1019_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,35
LOT1019,LOT1019_W03,LOT1019_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,11
LOT1019,LOT1019_W04,LOT1019_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,33
LOT1019,LOT1019_W04,LOT1019_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,18
LOT1019,LOT1019_W05,LOT1019_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,29
LOT1019,LOT1019_W05,LOT1019_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,9
LOT1020,LOT1020_W01,LOT1020_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,2
LOT1020,LOT1020_W01,LOT1020_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,11
LOT1020,LOT1020_W02,LOT1020_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,37
LOT1020,LOT1020_W02,LOT1020_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,23
LOT1020,LOT1020_W03,LOT1020_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,31
LOT1020,LOT1020_W03,LOT1020_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,26
LOT1020,LOT1020_W04,LOT1020_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,15
LOT1020,LOT1020_W04,LOT1020_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,10
LOT1020,LOT1020_W05,LOT1020_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,37
LOT1020,LOT1020_W05,LOT1020_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,17
LOT1021,LOT1021_W01,LOT1021_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,12
LOT1021,LOT1021_W01,LOT1021_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,9
LOT1021,LOT1021_W02,LOT1021_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,35
LOT1021,LOT1021_W02,LOT1021_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,2
LOT1021,LOT1021_W03,LOT1021_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,50
LOT1021,LOT1021_W03,LOT1021_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,1
LOT1021,LOT1021_W04,LOT1021_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,7
LOT1021,LOT1021_W04,LOT1021_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,29
LOT1021,LOT1021_W05,LOT1021_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,17
LOT1021,LOT1021_W05,LOT1021_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,22
LOT1022,LOT1022_W01,LOT1022_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,19
LOT1022,LOT1022_W01,LOT1022_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,3
LOT1022,LOT1022_W02,LOT1022_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,8
LOT1022,LOT1022_W02,LOT1022_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,23
LOT1022,LOT1022_W03,LOT1022_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,4
LOT1022,LOT1022_W03,LOT1022_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,18
LOT1022,LOT1022_W04,LOT1022_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,14
LOT1022,LOT1022_W04,LOT1022_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,11
LOT1022,LOT1022_W05,LOT1022_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,46
LOT1022,LOT1022_W05,LOT1022_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,18
LOT1023,LOT1023_W01,LOT1023_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,14
LOT1023,LOT1023_W01,LOT1023_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,12
LOT1023,LOT1023_W02,LOT1023_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,27
LOT1023,LOT1023_W02,LOT1023_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,2
LOT1023,LOT1023_W03,LOT1023_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,10
LOT1023,LOT1023_W03,LOT1023_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,18
LOT1023,LOT1023_W04,LOT1023_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,28
LOT1023,LOT1023_W04,LOT1023_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,23
LOT1023,LOT1023_W05,LOT1023_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,33
LOT1023,LOT1023_W05,LOT1023_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,22
LOT1024,LOT1024_W01,LOT1024_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,39
LOT1024,LOT1024_W01,LOT1024_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,13
LOT1024,LOT1024_W02,LOT1024_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,12
LOT1024,LOT1024_W02,LOT1024_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,9
LOT1024,LOT1024_W03,LOT1024_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,24
LOT1024,LOT1024_W03,LOT1024_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,2
LOT1024,LOT1024_W04,LOT1024_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,19
LOT1024,LOT1024_W04,LOT1024_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,1
LOT1024,LOT1024_W05,LOT1024_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,2
LOT1024,LOT1024_W05,LOT1024_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,13
LOT1025,LOT1025_W01,LOT1025_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,30
LOT1025,LOT1025_W01,LOT1025_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,26
LOT1025,LOT1025_W02,LOT1025_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,4
LOT1025,LOT1025_W02,LOT1025_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,8
LOT1025,LOT1025_W03,LOT1025_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,45
LOT1025,LOT1025_W03,LOT1025_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,29
LOT1025,LOT1025_W04,LOT1025_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,27
LOT1025,LOT1025_W04,LOT1025_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,16
LOT1025,LOT1025_W05,LOT1025_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,3
LOT1025,LOT1025_W05,LOT1025_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,3
LOT1026,LOT1026_W01,LOT1026_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,6
LOT1026,LOT1026_W01,LOT1026_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,20
LOT1026,LOT1026_W02,LOT1026_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,13
